campaign;country;site;species;individual_id;sample_id;sample_type;sampler
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-001;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-002;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-003;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-004;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-005;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-006;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-007;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-008;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-009;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-010;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-011;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-012;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-013;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-014;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-015;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-016;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-017;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-018;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-019;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-020;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-021;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-022;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-023;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-024;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-025;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-026;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-027;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-028;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-029;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-030;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-031;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-032;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-033;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-034;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-035;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-036;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-037;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-038;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-039;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-040;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-041;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-042;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-043;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-044;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-045;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-046;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-047;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-048;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-049;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-050;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-051;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-052;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-053;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-054;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-055;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-056;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-057;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-058;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-059;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-060;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-061;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-062;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-063;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-064;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-065;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-066;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-067;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-068;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-069;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-070;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-071;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-072;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-073;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-074;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-075;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-076;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-077;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-078;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-079;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-080;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-081;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-082;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-083;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-084;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-085;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-086;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-087;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-088;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-089;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-090;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-091;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-092;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-093;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-094;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-095;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-096;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-097;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-098;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-099;plasma;Jeremy Tornos
2015;Norway;Hornoya;Rissa tridactyla;NA;HOR-2015-KT-100;plasma;Jeremy Tornos
